source,author,title,description,url,urlToImage,publishedAt,content,company,extracted_metrics,article_length,title_length,has_revenue_mention,has_growth_mention,has_partnership_mention,has_acquisition_mention
"{'id': 'the-verge', 'name': 'The Verge'}",Jennifer Pattison Tuohy,Honeywell Home’s first Matter thermostat costs just $80,"This entry-level Wi-Fi-connected smart thermostat supports Apple Home, Amazon Alexa, Google Home, Samsung SmartThings, and more platforms through Matter.",https://www.theverge.com/2025/1/6/24337076/honeywell-home-x2s-smart-thermostat-matter-price,https://cdn.vox-cdn.com/thumbor/y9ee8CniXMNEXH2CskB94k4_DYE=/387x20:2880x1006/1200x628/filters:focal(2284x429:2285x430)/cdn.vox-cdn.com/uploads/chorus_asset/file/25819128/X2S_Smart_Basic_Image_NP.jpg,2025-01-06 15:00:00+00:00,Honeywell Homes first Matter thermostat costs just $80  Honeywell Homes first Matter thermostat costs just $80   / The X2S goes back to basics but still packs plenty of smarts.  ByJennifer Pattison T… [+2755 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,55.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2024-12-18 16:18:08+00:00,[Removed],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",jerry.hildenbrand@futurenet.com (Jerry Hildenbrand),Samsung's AI subscription is no different than what Apple and Google are already doing,US Consumers don't view Samsung as a software company.,https://www.androidcentral.com/phones/samsungs-ai-subscription-is-no-different-than-what-apple-and-google-are-already-doing,https://cdn.mos.cms.futurecdn.net/52GModhWVXHB6ixPVaudCB-1200-80.jpg,2025-01-11 19:00:00+00:00,"Samsung is possibly expanding its Galaxy AI Subscription Club to its flagship Galaxy phones in South Korea next month, according to ET News. The two words to pay close attention to in that sentence a… [+4374 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,86.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Cheyenne MacDonald,"Inappropriate apps rated as safe for young children are prevalent in the App Store, report warns","A new report
 published by the child safety groups Heat Initiative and ParentsTogether Action details the alarming presence of inappropriate apps that are rated as suitable for children as young as four years old on Apple’s App Store. The groups worked with …",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9b6b7a41-b5a7-4827-9fd4-c42128e95ee3,,2024-12-22 21:37:27+00:00,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,96.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Engadget,CES 2025: The best tech and gadgets we saw in Las Vegas,"CES 2025 has come to a close — Friday was the final day of the show — and team Engadget has departed Las Vegas. Our reporters and editors spent the week scouring endless carpeted convention halls of the CES show floor, braving lines of chain smokers, overcomi…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1a8aea2d-6a05-47b8-9fd3-5228487ca678,,2025-01-11 19:26:42+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,55.0,False,False,False,False
"{'id': None, 'name': 'VentureBeat'}",Dean Takahashi,"The 13 best ideas, products and services of CES 2025 | The DeanBeat","As one of 6,000 journalists at the show, I walked around a lot to find the coolest tech. My conclusion: The robots are coming.",https://venturebeat.com/ai/the-best-ideas-products-and-services-of-ces-2025-the-deanbeat/,https://venturebeat.com/wp-content/uploads/2025/01/dive-in.jpg?w=1024?w=1200&strip=all,2025-01-12 18:00:00+00:00,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More  The CES 2025 tech trade show is finally over in Las Vegas, after a grue… [+35542 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,67.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Hartley Charlton,Apple Vision Pro to Support NVIDIA's 'GeForce NOW' Cloud Gaming Service via Safari,"The Apple Vision Pro headset will soon support NVIDIA's GeForce NOW cloud gaming platform, the company today announced.





NVIDIA announced at CES 2025 that it is collaborating with Apple to bring GeForce NOW to the Vision Pro using Safari, with updates to …",https://www.macrumors.com/2025/01/07/vision-pro-to-support-geforce-now/,https://images.macrumors.com/t/38-Z4pd5mNa-7hN_dxVcHzFreoo=/1600x/article-new/2022/04/nvidia-geforce-now-mac.jpeg,2025-01-07 15:09:39+00:00,"The Apple Vision Pro headset will soon support NVIDIA's GeForce NOW cloud gaming platform, the company today announced.  NVIDIA announced at CES 2025 that it is collaborating with Apple to bring GeFo… [+1079 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,82.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",bradypsnyder@gmail.com (Brady Snyder),Samsung's next Galaxy Z Fold phone might work with an S Pen you need to charge,Samsung is reportedly working on a foldable with S Pen support and without a digitizer. The solution involve moving tech from the screen to the pen.,https://www.androidcentral.com/phones/samsungs-next-galaxy-z-fold-phone-might-work-with-an-s-pen-you-need-to-charge,https://cdn.mos.cms.futurecdn.net/t4LVdkp3MCoQfy7BV3JNdU-1200-80.jpg,2024-12-17 19:25:25+00:00,"What you need to know  <ul><li>Samsung wants to make a thin foldable phone that still supports pen input.</li><li>In order to make the thinner Galaxy Z Fold Special Edition, the company needed to rem… [+2677 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,78.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Juli Clover,CES 2025 Day 1: Samsung Adds AI to TVs and Companies Get Clever With MagSafe,"It's time for the annual CES event where all kinds of tech products and accessories are being debuted, and we sent MacRumors videographer Dan Barbera to check out what's new this year. While CES officially begins tomorrow, there are pre-show events like CES U…",https://www.macrumors.com/2025/01/06/ces-2025-day-1/,https://images.macrumors.com/t/GZVmJnhFGkrACVhqWA9fyq-Qr_4=/1920x/article-new/2025/01/CES-25-Day-1-Thumb-2.jpg,2025-01-06 20:18:05+00:00,"It's time for the annual CES event where all kinds of tech products and accessories are being debuted, and we sent MacRumors videographer Dan Barbera to check out what's new this year. While CES offi… [+1947 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,76.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Jeff Dunn,"Our favorite Sony earbuds hit an all-time low, plus the rest of the week's best tech deals","We're less than a week from Christmas, and if you haven't finished your holiday shopping, well, you should probably get on that. While it's likely too late to get most items shipped by Wednesday morning, there are still tons of decent tech deals available for…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ca78bc2f-638d-4d37-8469-ea222c969781,,2024-12-20 17:32:11+00:00,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,90.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Juli Clover,Apple Releases Safari Technology Preview 210 With Bug Fixes and Performance Improvements,"Apple today released a new update for Safari Technology Preview, the experimental browser that was first introduced in March 2016. Apple designed ‌Safari Technology Preview‌ to allow users to test features that are planned for future release versions of the S…",https://www.macrumors.com/2024/12/18/apple-releases-safari-technology-preview-210/,https://images.macrumors.com/t/gSfA9gdPJTtAYv_7hjK9YByevcM=/2500x/article-new/2024/07/Safari-Technology-Preview-Updated-Feature-1.jpg,2024-12-18 22:11:09+00:00,"Apple today released a new update for Safari Technology Preview, the experimental browser that was first introduced in March 2016. Apple designed ‌Safari Technology Preview‌ to allow users to test fe… [+977 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,88.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Devindra Hardawar,"NVIDIA, AMD and Intel aimed for maximum power at CES 2025","There was no question that NVIDIA's RTX 5000 GPUs would be one of the biggest stories at CES 2025, and I figured Intel and AMD to arrive with some new hardware of their own. But I didn't expect that each of these companies would, in their own way, be putting …",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5118a88f-c9fa-450a-950c-47bf93c65ed8,,2025-01-10 16:00:38+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,57.0,False,False,False,False
"{'id': None, 'name': 'CNET'}",Samantha Kelly,X's Grok AI Chatbot Comes to iOS as a Standalone App,The chatbot from Elon Musk's AI company was previously only available for users on X.,https://www.cnet.com/tech/services-and-software/xs-grok-ai-chatbot-comes-to-ios-as-a-standalone-app/,https://www.cnet.com/a/img/resize/0e860b86d7f0f4d0c9d7c66ddaf99d648c5a98ef/hub/2025/01/10/bcc4dceb-35f3-45ca-8845-a3fa5ba9db12/gettyimages-2191941204.jpg?auto=webp&fit=crop&height=675&width=1200,2025-01-10 19:30:49+00:00,"Grok, the AI-powered assistant that debuted on the social platform X, is now available as a standalone app.  Elon Musk's startup xAI has launched Grok 2, the second iteration of its AI model, as a de… [+1259 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,52.0,False,False,False,False
"{'id': None, 'name': 'CNET'}",Jeff Carlson,Don't Care About AI? 73% of Apple Users Agree With You. Here's How to Turn Off Apple Intelligence,"Apple Intelligence is still technically in beta. If you'd rather avoid it for now, here's how to turn it off.",https://www.cnet.com/tech/services-and-software/dont-care-about-ai-73-of-apple-users-agree-with-you-heres-how-to-turn-off-apple-intelligence/,https://www.cnet.com/a/img/resize/e13f18ef229d6fa9e44915cec0dc72f1cf8572f7/hub/2024/12/11/e66b8d13-e36f-4cf3-b6d1-5147343e53f7/turn-off-ai-iphone-fireplace.jpg?auto=webp&fit=crop&height=675&width=1200,2024-12-19 12:32:03+00:00,Apple and Google are hyping the AI features they're bringing to iPhone and Android smartphones -- Apple even cheekily hijacked the acronym by calling them Apple Intelligence. But clearly not everyone… [+3002 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,97.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",bradypsnyder@gmail.com (Brady Snyder),Android XR and mixed-reality prototypes remind us not to get excited too early,"Big tech companies want you to know they're working on XR, but don't have anything for you to buy. You shouldn't fall for it.",https://www.androidcentral.com/gaming/virtual-reality/android-xr-and-mixed-reality-prototypes-remind-us-not-to-get-excited-too-early,https://cdn.mos.cms.futurecdn.net/GDvSEctRTR7cSxxZmNyABX-1200-80.jpg,2025-01-07 21:12:50+00:00,"For the first time, it feels like mixed-reality experiences are truly the future. We're more than a decade past the failed Google Glass experiment that was ridiculed in the early 2010s. Now, Meta and… [+5268 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,78.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Apple Teams Up With NVIDIA to Speed Up AI Language Models,"Apple has shared details on a collaboration with NVIDIA to greatly improve the performance of large language models (LLMs) by implementing a new text generation technique that offers substantial speed improvements for AI applications.





Apple earlier this …",https://www.macrumors.com/2024/12/20/apple-nvidia-speed-up-ai-language-models/,https://images.macrumors.com/t/iCmOKUqNqjleI1TAr6Xk2Stfq6w=/1920x/article-new/2024/12/ml-research-apple.jpg,2024-12-20 11:18:01+00:00,Apple has shared details on a collaboration with NVIDIA to greatly improve the performance of large language models (LLMs) by implementing a new text generation technique that offers substantial spee… [+1485 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,57.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",John Falcone,"Watch the NVIDIA CES 2025 press conference live: Monday, 9:30PM ET","SAM YEH via Getty Images

It's hard to find a company that had a better 2024 than NVIDIA. Even after some choppiness in recent weeks, the chip giant's stock price finished last year up 178 percent, and its market cap of more than $3.3 trillion dollars — with…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c6877908-0370-4718-b4d9-1af8900ea113,,2025-01-03 17:49:47+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,66.0,False,False,False,False
"{'id': None, 'name': 'CNET'}",Jeff Carlson,Apple Intelligence Is Now Eating More iPhone Storage. Here's How to Turn It Off,"Concerned about how full your iPhone is, or maybe you're one of the 73% of people who don't care about AI? You can turn off Apple Intelligence.",https://www.cnet.com/tech/services-and-software/apple-intelligence-is-now-eating-more-iphone-storage-heres-how-to-turn-it-off/,https://www.cnet.com/a/img/resize/e13f18ef229d6fa9e44915cec0dc72f1cf8572f7/hub/2024/12/11/e66b8d13-e36f-4cf3-b6d1-5147343e53f7/turn-off-ai-iphone-fireplace.jpg?auto=webp&fit=crop&height=675&width=1200,2025-01-10 11:22:03+00:00,"If your iPhone or iPad is running short of free storage, you may think twice about enabling Apple Intelligence. When the first features were made available in iOS 18.1, Apple said the Apple Intellige… [+4105 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,79.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2025-01-10 13:00:41+00:00,[Removed],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",klpmediallc@gmail.com (Tshaka Armstrong),"2024 was a good year for audiophiles like me, but 2025 could be even better",We take a look at the audio features in trends that we expect to see in 2025.,https://www.androidcentral.com/accessories/audio/audio-market-2025-everything-we-expect-and-want-to-see,https://cdn.mos.cms.futurecdn.net/kfCo5CFJFZyLFM6EdjLRJK-1200-80.jpg,2024-12-24 15:00:00+00:00,"Thanks to my various streaming services’ end-of-year recaps, I now have a record of the fact that I listened to a lot of music in 2024 — a lot of active and passive listening driven by some pretty co… [+10322 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,75.0,False,False,False,False
"{'id': 'fox-news', 'name': 'Fox News'}",Fox News Staff,Fox News AI Newsletter: FBI's new warning about AI-driven scams that are after your cash,Stay up to date on the latest AI technology advancements and learn about the challenges and opportunities AI presents now and for the future.,https://www.foxnews.com/tech/fox-news-ai-newsletter-fbis-new-warning-about-ai-driven-scams-after-your-cash,https://static.foxnews.com/foxnews.com/content/uploads/2025/01/1-the-fbis-new-warning-about-ai-driven-scams-that-are-after-your-cash.jpg,2025-01-08 17:27:34+00:00,Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.  IN TODAYS NEWSLETTER:  - FBI's new warning about AI-driven scams that are after your cash  - Nvidia… [+1820 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,88.0,False,False,False,False
"{'id': None, 'name': 'Digital Trends'}",Digital Trends Staff,The most innovative tech products of 2024,"We reviewed almost 400 tech products throughout this year, and in terms of innovation, these were the standouts.",https://www.digitaltrends.com/computing/most-innovative-tech-products-2024/,https://www.digitaltrends.com/wp-content/uploads/2024/12/Digital-Trends-Most-Innovative-2023-Feature-Art.webp?resize=1200%2C630&p=1,2024-12-17 12:30:42+00:00,Table of Contents  Table of Contents  Most innovative phone: HMD Fusion  Most innovative laptop: Framework Laptop 16  Most innovative TV: Sony Bravia 9  Most innovative tablet: Amazon Kindle Colorsof… [+14287 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,41.0,False,False,False,False
"{'id': None, 'name': 'CNET'}",Samantha Kelly,"Apple Is Developing a Doorbell That Unlocks With Your Face, Report Says",The latest development aligns with Apple's rumored strategy to go all in on smart home technology.,https://www.cnet.com/tech/mobile/apple-is-developing-a-doorbell-that-unlocks-with-your-face-report-says/,https://www.cnet.com/a/img/resize/98fff0e535a9f3d62a34276fbfca02aa9ab66860/hub/2024/12/23/ace63613-0381-4f2b-a9bf-d91435eb06d5/gettyimages-541355130.jpg?auto=webp&fit=crop&height=675&width=1200,2024-12-23 18:35:42+00:00,"Move over, Ring: Apple is reportedly working on a smart doorbell -- one that unlocks for household members it recognizes.  Apple's doorbell would have advanced facial recognition technology that wire… [+1206 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,71.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",michael.hicks@futurenet.com (Michael L Hicks),I'm kind of shocked at how good smartwatches have gotten,"Apple, Samsung, and Google started taking fitness coaching seriously, while Garmin and its rivals delivered one killer watch after another.",https://www.androidcentral.com/wearables/smartwatches-2024-retrospective-theyre-getting-shockingly-good,https://cdn.mos.cms.futurecdn.net/hogQeSaTXWrEBR5EMBFXKH-1200-80.jpg,2024-12-22 13:00:00+00:00,"(Image credit: Android Central)  In this weekly column, Android Central Wearables Editor Michael Hicks talks about the world of wearables, apps, and fitness tech related to running and health, in his… [+6731 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,56.0,False,False,False,False
"{'id': None, 'name': 'CNET'}",Oliver Haslam,Last Chance to Bag Refurb iPhones and Apple Watches Starting at Just $110,"If you don't mind some dings and scrapes, this Woot sale is one of the best ways to score serious savings on Apple tech.",https://www.cnet.com/deals/last-chance-to-bag-refurb-iphones-and-apple-watches-starting-at-just-110/,https://www.cnet.com/a/img/resize/b31bc69ee6ae601a4cfc113fb333064fd505d3fc/hub/2024/07/12/06e3d09d-f658-4e71-8ff3-abdd9e9398dd/apple-watch-and-iphone-14-pro-memorial-commerce-image.jpg?auto=webp&fit=crop&height=675&width=1200,2024-12-18 18:54:58+00:00,"While deals on iPhones and Apple Watches pop up throughout the year, these Apple devices are still pretty pricey even after a discount. So the best way to score some serious savings is by shopping re… [+2931 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,73.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Sarah Jackson,Apple faces calls to remove new AI notification feature on iPhones after it generated inaccurate news summaries,"An Apple Intelligence feature, new in iOS 18.2, falsely summarized some news notifications on users' iPhones.",https://www.businessinsider.com/apple-faces-criticism-iphone-ai-notification-feature-gets-news-wrong-2024-12,https://i.insider.com/67659fa41cee543535a8848a?width=1200&format=jpeg,2024-12-20 17:38:03+00:00,A new generative AI feature in iOS 18.2 has drawn backlash for inaccurately summarizing some news alerts.Apple  <ul><li>Apple is facing backlash over one of its new Apple Intelligence features in iOS… [+2109 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,111.0,False,False,False,False
"{'id': None, 'name': '9to5Mac'}",Ben Lovejoy,"Mass production of microLED displays will begin next year, says Apple supplier Foxconn","Apple has yet to complete its transition from LCD to OLED, but will at some point move beyond this to microLED screens. Key supplier Foxconn has announced that it expects to begin mass production of the advanced display tech late next year.



Foxconn made th…",https://9to5mac.com/2024/12/24/mass-production-of-microled-displays-will-begin-next-year-says-apple-supplier-foxconn/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2024/12/Mass-production-of-microLED-displays-will-begin-next-year.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-12-24 14:37:01+00:00,"Apple has yet to complete its transition from LCD to OLED, but will at some point move beyond this to microLED screens. Key supplier Foxconn has announced that it expects to begin mass production of … [+2120 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,86.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Apple's Global Smartphone Share Slips as Chinese Rivals Surge,"Apple's global smartphone market share declined to 18% in 2024, down from 19% the previous year, while Chinese manufacturers expanded their presence in the global market, according to new data from Counterpoint Research.





The iPhone maker saw a 2% decline…",https://www.macrumors.com/2025/01/13/iphone-market-share-drops-2024/,https://images.macrumors.com/t/M2A51Dg_0tteMenthsWX6iCzgok=/1600x/article-new/2024/09/Apple-Intelligence-iPhone-16.jpg,2025-01-13 12:16:21+00:00,"Apple's global smartphone market share declined to 18% in 2024, down from 19% the previous year, while Chinese manufacturers expanded their presence in the global market, according to new data from C… [+1928 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,61.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Brittany Vincent,Need a New Computer? The Apple M2 Mac Mini Matches Its Black Friday Price Just in Time for Christmas,"You can't go wrong with a new Mac Mini, and this M2-powered machine can handle just about everything.",https://gizmodo.com/need-a-new-computer-the-apple-m2-mac-mini-matches-its-black-friday-price-just-in-time-for-christmas-2000541594,https://gizmodo.com/app/uploads/2024/12/apple-m2.jpg,2024-12-23 15:30:22+00:00,"If you’ve been eyeing a Mac but balking at Apple’s typically premium prices, this deal might finally tip the scales. The 2023 Mac Mini with M2 chip – already Apple’s most budget-friendly computer – j… [+2387 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,100.0,False,False,False,False
"{'id': None, 'name': 'Yanko Design'}",Vincent Nguyen,The Craft of Luxury Tech: From Gold iPhones to Tri-Fold Smartphones,"The Craft of Luxury Tech: From Gold iPhones to Tri-Fold SmartphonesLuxury and technology have always been intertwined, producing devices that seamlessly blend innovation and opulence. From the world’s first gold-colored iPhones to foldable smartphones wrapped…",https://www.yankodesign.com/2025/01/02/the-craft-of-luxury-tech-from-gold-iphones-to-tri-fold-smartphones/,https://www.yankodesign.com/images/design_news/2025/01/the-craft-of-luxury-tech-from-gold-iphones-to-tri-fold-smartphones/huawei-mate-xt.jpg,2025-01-02 23:32:30+00:00,"Luxury and technology have always been intertwined, producing devices that seamlessly blend innovation and opulence. From the worlds first gold-colored iPhones to foldable smartphones wrapped in 18K … [+6336 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,67.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,Apple Pay Donation Campaign for World AIDS Day Raised $3 Million,"(RED) today announced that the annual Apple Pay donation campaign raised a total of $3 million this year for The Global Fund to Fight AIDS, Tuberculosis and Malaria. Apple's donation was capped at $3 million, so it reached that cap.





""Thank you, Apple and…",https://www.macrumors.com/2024/12/23/apple-pay-donation-campaign-raised-3-million/,https://images.macrumors.com/t/jV_isiqlh-ivfR2f_KYq-zjwBJY=/1600x/article-new/2024/12/Apple-Pay-RED.jpg,2024-12-23 19:05:34+00:00,"(RED) today announced that the annual Apple Pay donation campaign raised a total of $3 million this year for The Global Fund to Fight AIDS, Tuberculosis and Malaria. Apple's donation was capped at $3… [+1151 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,64.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Owen Grove,We repaired an iPhone to see if iOS 18 fixes iPhone repair,We wanted to test iOS 18’s new repair assistant to see if it fixes a years-long practice of Apple’s that makes iPhones incredibly difficult to repair. Watch the full video to find out if we were successful.,https://www.theverge.com/24325804/apple-iphone-ios-18-right-to-repair,https://cdn.vox-cdn.com/thumbor/8zX3u030gBsn1zPZ2u9rkTayoPs=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25799010/VRG_AAA_Site_Post.jpg,2024-12-20 15:45:07+00:00,"We repaired an iPhone to see if iOS 18 fixes iPhone repair  We repaired an iPhone to see if iOS 18 fixes iPhone repair   / I mean, it doesnt. But its a good start.  ByOwen Grove, video director with … [+2831 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,58.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Sabina Graves,The Year Ahead in TV,"Netflix's Stranger Things and Disney+ Star Wars series Andor return for their final seasons—but first, Apple TV+'s Severance kicks off 2025's must-see genre shows.",https://gizmodo.com/the-year-ahead-in-tv-2000543928,https://gizmodo.com/app/uploads/2025/01/WEDNESDAY-Season2.jpg,2025-01-03 19:30:55+00:00,"Sabina Graves covers genre television and film for Gizmodo, with a focus on animation, fantasy, sci-fi, superheroes, mythology, and horror.  Her writing advocates for keeping streamers mindful in fai… [+5870 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,20.0,False,False,False,False
"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (Malcolm Owen),Apple's microLED plans will get a giant boost from Foxconn's AR glasses move,"Foxconn is moving into the AR glasses market, and that will also help Apple use microLED displays in future products. Here's how.MiniLED, as used in the iPad Pro and MacBook Pro could be superseded by microLEDApple has gradually changed the display technologi…",https://appleinsider.com/articles/24/12/24/apples-microled-plans-will-get-a-giant-boost-from-foxconns-ar-glasses-move,https://photos5.appleinsider.com/gallery/62134-128739-40443-82084-42211-81929-Liquid-Retina-XDR-Display-on-129-inch-iPad-Pro-xl-xl-xl.jpg,2024-12-24 16:16:39+00:00,"Foxconn is moving into the AR glasses market, and that will also help Apple use microLED displays in future products. Here's how.  Apple has gradually changed the display technologies it uses in its … [+3105 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,76.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Shubhangi Goel,Apple is reportedly developing a home security product that could compete with Amazon and Google,A door lock with a video camera could set the iPhone maker up to compete with Google's Nest and Amazon's Ring.,https://www.businessinsider.com/apple-developing-competitor-door-lock-video-motion-ring-nest-doorbell-2024-12,https://i.insider.com/6768eb7ae3e473ef263ab3a0?width=1200&format=jpeg,2024-12-23 06:14:29+00:00,Apple is reportedly developing smart home locks with face recognition tech.Michael M. Santiago/Getty Images  <ul><li>Apple is developing smart home locks with face recognition tech.</li><li>This move… [+2244 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,96.0,False,False,False,False
